,name,year,genre,imdb,meta,gross,runtime
2311,JCVD,2008,Action,7.2,64,0.47,97
2312,Happy-Go-Lucky,2008,Comedy,7.0,84,3.49,118
2313,Meet Dave,2008,Adventure,5.0,43,11.8,90
2314,The Rocker,2008,Comedy,6.2,53,6.41,102
2315,The Hottie & the Nottie,2008,Comedy,1.9,7,0.03,91
2316,Nothing But the Truth,2008,Crime,7.2,64,0.0,108
2317,The Tale of Despereaux,2008,Animation,6.1,53,50.88,93
2318,Two Lovers,2008,Drama,7.0,74,3.15,110
2319,The Baader Meinhof Complex,2008,Action,7.4,76,0.48,150
2320,The Class,2008,Drama,7.5,92,3.77,128
2321,Passengers,2008,Drama,5.9,40,0.27,93
2322,Prom Night,2008,Horror,3.9,17,43.87,88
2323,Nim's Island,2008,Adventure,6.0,55,48.01,96
2324,Shutter,2008,Horror,5.2,37,25.93,85
2325,Joheunnom nabbeunnom isanghannom,2008,Action,7.3,69,0.13,130
2326,Choke,2008,Comedy,6.5,47,2.93,92
2327,Chaos Theory,2008,Comedy,6.7,44,0.24,87
2328,Mesrine Part 1: Killer Instinct,2008,Action,7.6,71,0.55,113
2329,Leatherheads,2008,Comedy,6.0,56,31.2,114
2330,One Missed Call,2008,Horror,4.0,24,26.88,87
2331,Pathology,2008,Crime,6.0,55,0.11,95
2332,The Wackness,2008,Comedy,7.0,61,2.08,99
2333,Ong Bak 2,2008,Action,6.2,47,0.1,98
2334,Pontypool,2008,Fantasy,6.6,54,0.0,93
2335,Jodhaa Akbar,2008,Action,7.6,69,3.44,213
2336,Mesrine Part 2: Public Enemy #1,2008,Action,7.5,72,0.28,133
2337,The Sisterhood of the Traveling Pants 2,2008,Comedy,6.2,63,44.09,119
2338,Miss Pettigrew Lives for a Day,2008,Comedy,7.1,63,12.29,92
2339,Frozen River,2008,Crime,7.2,82,2.51,97
2340,Over Her Dead Body,2008,Comedy,5.2,30,7.56,95
2341,The Secret Life of Bees,2008,Drama,7.3,57,37.77,114
2342,Repo! The Genetic Opera,2008,Horror,6.7,32,0.14,98
2343,Smart People,2008,Comedy,6.2,57,9.5,95
2344,Igor,2008,Animation,6.0,40,19.53,87
2345,Nights in Rodanthe,2008,Drama,6.0,39,41.85,97
2346,Elegy,2008,Drama,6.8,66,3.58,112
2347,"War, Inc.",2008,Action,5.7,37,0.58,107
2348,Beverly Hills Chihuahua,2008,Adventure,3.8,41,94.51,91
2349,Strange Wilderness,2008,Adventure,5.3,12,6.56,87
2350,Redbelt,2008,Drama,6.8,69,2.34,99
2351,Fireproof,2008,Drama,6.6,28,33.46,122
2352,Last Chance Harvey,2008,Drama,6.7,57,14.88,93
2353,The Women,2008,Comedy,4.9,27,26.9,114
2354,Mad Money,2008,Comedy,5.8,41,20.67,104
2355,Il y a longtemps que je t'aime,2008,Drama,7.6,79,3.17,117
2356,Stop-Loss,2008,Drama,6.5,61,10.91,112
2357,Easy Virtue,2008,Comedy,6.7,58,2.66,97
2358,The Express,2008,Biography,7.3,58,9.59,130
2359,Cadillac Records,2008,Biography,7.0,65,8.2,109
2360,The Burning Plain,2008,Crime,6.8,45,0.2,107
2361,The Promotion,2008,Comedy,5.7,51,0.41,86
2362,Three Monkeys,2008,Drama,7.4,73,0.04,109
2363,Miracle at St. Anna,2008,Action,6.0,37,7.92,160
2364,The Stoning of Soraya M.,2008,Drama,8.0,50,0.66,114
2365,Swing Vote,2008,Comedy,6.1,47,16.28,120
2366,Flame & Citron,2008,Action,7.3,74,0.15,130
2367,Management,2008,Comedy,5.9,50,0.93,94
2368,Hamlet 2,2008,Comedy,6.4,54,4.88,92
2369,Surveillance,2008,Crime,6.4,31,0.03,97
2370,The Escapist,2008,Crime,6.8,56,0.01,102
2371,Flash of Genius,2008,Biography,7.0,57,4.23,119
2372,The Informers,2008,Crime,5.0,20,0.3,98
2373,The Edge of Love,2008,Biography,6.3,39,0.03,110
2374,Hell Ride,2008,Action,5.1,25,0.19,84
2375,Anvil: The Story of Anvil,2008,Documentary,7.9,82,0.67,80
2376,Wendy and Lucy,2008,Drama,7.1,80,0.86,80
2377,College Road Trip,2008,Adventure,4.3,36,45.59,83
2378,Il divo - La spettacolare vita di Giulio Andreotti,2008,Biography,7.3,81,0.24,110
2379,Bottle Shock,2008,Comedy,6.8,56,4.04,110
2380,North Face,2008,Adventure,7.4,67,0.71,126
2381,Lymelife,2008,Comedy,7.0,64,0.43,95
2382,Cheung gong 7 hou,2008,Comedy,6.5,46,0.21,86
2383,The Great Buck Howard,2008,Comedy,6.5,63,0.75,90
2384,The Lucky Ones,2008,Comedy,7.0,53,0.18,115
2385,Bigger Stronger Faster*,2008,Documentary,7.6,80,0.31,105
2386,The Heir Apparent: Largo Winch,2008,Action,6.5,40,0.01,108
2387,"Welcome Home, Roscoe Jenkins",2008,Comedy,5.4,46,42.44,114
2388,Fireflies in the Garden,2008,Drama,6.5,34,3.39,120
2389,Henry Poole Is Here,2008,Comedy,6.5,44,1.84,99
2390,It Might Get Loud,2008,Documentary,7.6,70,1.61,98
2391,College,2008,Comedy,4.6,15,4.69,94
2392,Expelled: No Intelligence Allowed,2008,Documentary,3.8,20,7.69,90
2393,Tyson,2008,Documentary,7.5,83,0.89,90
2394,Oorlogswinter,2008,Drama,7.0,66,0.54,103
2395,Brideshead Revisited,2008,Drama,6.7,64,6.41,133
2396,Paris,2008,Comedy,6.9,68,1.01,130
2397,Still Walking,2008,Drama,8.0,89,0.16,115
2398,Shine a Light,2008,Documentary,7.2,76,5.36,122
2399,Me and Orson Welles,2008,Comedy,6.7,73,1.19,114
2400,Donkey Punch,2008,Crime,5.2,43,0.02,99
2401,I Sell the Dead,2008,Comedy,6.1,62,0.01,85
2402,Gangster's Paradise: Jerusalema,2008,Action,7.7,53,0.0,119
2403,Space Chimps,2008,Animation,4.5,36,30.11,81
2404,Soul Men,2008,Comedy,6.5,49,12.08,100
2405,Forever Strong,2008,Drama,7.2,37,0.63,112
2406,Red,2008,Drama,7.0,61,0.0,93
2407,Gigantic,2008,Comedy,6.1,38,0.1,98
2408,An American Carol,2008,Comedy,4.3,20,7.0,83
2409,The Children of Huang Shi,2008,Drama,7.1,49,1.03,125
2410,The Haunting of Molly Hartley,2008,Drama,3.9,28,13.35,82
2411,First Sunday,2008,Comedy,4.4,41,37.93,96
2412,"Patrik, Age 1.5",2008,Comedy,6.9,65,0.06,103
2413,Tokyo!,2008,Comedy,7.1,63,0.35,112
2414,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,Documentary,2.4,59,65.28,74
2415,The Black Balloon,2008,Drama,7.3,68,0.09,97
2416,Little Ashes,2008,Biography,6.6,41,0.48,112
2417,Avaze gonjeshk-ha,2008,Drama,7.9,74,0.12,96
2418,"Surfer, Dude",2008,Comedy,4.7,16,0.04,85
2419,Tokyo Sonata,2008,Drama,7.6,80,0.28,120
2420,Le silence de Lorna,2008,Drama,7.2,80,0.34,105
2421,Rudo y Cursi,2008,Comedy,6.7,67,1.83,103
2422,The Objective,2008,Horror,5.5,26,2.25,90
2423,The Yellow Handkerchief,2008,Drama,6.8,62,0.32,102
2424,Good Dick,2008,Comedy,6.4,54,0.02,86
2425,Phoebe in Wonderland,2008,Drama,7.2,56,0.07,96
2426,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,Documentary,7.7,73,1.25,120
2427,Good,2008,Drama,6.2,40,0.02,92
2428,The Family That Preys,2008,Drama,5.5,49,37.02,111
2429,Summer Hours,2008,Drama,7.2,85,1.64,103
2430,Uncertainty,2008,Drama,5.8,45,0.04,101
2431,Meet the Browns,2008,Comedy,4.2,45,41.94,100
2432,A Christmas Tale,2008,Comedy,7.1,84,1.06,150
2433,Sleep Dealer,2008,Drama,5.9,59,0.08,90
2434,Etz Limon,2008,Drama,7.4,74,0.57,106
2435,Witless Protection,2008,Comedy,3.3,17,4.13,97
2436,Where in the World Is Osama Bin Laden?,2008,Documentary,6.5,45,0.38,90
2437,Somers Town,2008,Comedy,6.9,77,0.05,71
2438,Anonyma - Eine Frau in Berlin,2008,Biography,7.1,74,0.29,131
2439,Séraphine,2008,Biography,7.4,84,0.88,125
2440,Inglourious Basterds,2009,Adventure,8.3,69,120.54,153
2441,Avatar,2009,Action,7.8,83,760.51,162
2442,Up,2009,Animation,8.2,88,293.0,96
2443,The Hangover,2009,Comedy,7.7,73,277.32,100
2444,District 9,2009,Action,7.9,81,115.65,112
2445,Star Trek,2009,Action,8.0,82,257.73,127
2446,Sherlock Holmes,2009,Action,7.6,57,209.03,128
2447,Zombieland,2009,Adventure,7.6,73,75.59,88
2448,Watchmen,2009,Action,7.6,56,107.51,162
2449,(500) Days of Summer,2009,Comedy,7.7,76,32.39,95
2450,X-Men Origins: Wolverine,2009,Action,6.6,40,179.88,107
2451,Harry Potter and the Half-Blood Prince,2009,Adventure,7.6,78,301.96,153
2452,Transformers: Revenge of the Fallen,2009,Action,6.0,35,402.11,150
2453,2012,2009,Action,5.8,49,166.11,158
2454,Terminator Salvation,2009,Action,6.6,49,125.32,115
2455,Moon,2009,Drama,7.9,67,5.01,97
2456,Up in the Air,2009,Comedy,7.4,83,83.82,109
2457,3 Idiots,2009,Comedy,8.4,67,6.53,170
2458,The Proposal,2009,Comedy,6.7,48,163.96,108
2459,The Blind Side,2009,Biography,7.7,53,255.96,129
2460,Public Enemies,2009,Biography,7.0,70,97.1,140
2461,Law Abiding Citizen,2009,Crime,7.4,34,73.34,109
2462,Angels & Demons,2009,Mystery,6.7,48,133.38,138
2463,The Twilight Saga: New Moon,2009,Adventure,4.7,44,296.62,130
2464,Fast & Furious,2009,Action,6.6,46,155.06,107
2465,Knowing,2009,Action,6.2,41,79.96,121
2466,The Road,2009,Adventure,7.3,64,0.06,111
2467,Ice Age: Dawn of the Dinosaurs,2009,Animation,7.0,50,196.57,94
2468,The Girl with the Dragon Tattoo,2009,Crime,7.8,76,10.1,152
2469,Mr. Nobody,2009,Drama,7.8,63,0.0,141
2470,G.I. Joe: The Rise of Cobra,2009,Action,5.8,32,152.27,118
2471,The Ugly Truth,2009,Comedy,6.5,28,88.92,96
2472,"I Love You, Man",2009,Comedy,7.0,70,71.44,105
2473,Cloudy with a Chance of Meatballs,2009,Animation,7.0,66,124.87,90
2474,Coraline,2009,Animation,7.7,80,75.29,100
2475,Drag Me to Hell,2009,Horror,6.6,83,42.1,99
2476,Fantastic Mr. Fox,2009,Animation,7.9,83,21.0,87
2477,Orphan,2009,Horror,7.0,42,41.6,123
2478,The Taking of Pelham 123,2009,Action,6.4,55,65.45,106
2479,The Secret in Their Eyes,2009,Drama,8.2,80,6.39,129
2480,17 Again,2009,Comedy,6.4,48,64.17,102
2481,Surrogates,2009,Action,6.3,45,38.58,89
2482,Night at the Museum: Battle of the Smithsonian,2009,Adventure,6.0,42,177.24,105
2483,He's Just Not That Into You,2009,Comedy,6.4,47,93.95,129
2484,Adventureland,2009,Comedy,6.8,76,16.03,107
2485,The Lovely Bones,2009,Drama,6.7,42,43.82,135
2486,Underworld: Rise of the Lycans,2009,Action,6.6,44,45.8,92
2487,Invictus,2009,Biography,7.3,74,37.49,134
2488,The Imaginarium of Doctor Parnassus,2009,Adventure,6.8,65,7.69,123
2489,Pandorum,2009,Action,6.8,28,10.33,108
2490,Monsters vs. Aliens,2009,Animation,6.5,56,198.35,94
2491,Brüno,2009,Comedy,5.8,54,60.05,81
2492,The Time Traveler's Wife,2009,Drama,7.1,47,63.41,107
2493,Crank: High Voltage,2009,Action,6.2,41,13.63,96
2494,State of Play,2009,Crime,7.1,64,37.02,127
2495,9,2009,Animation,7.1,60,31.74,79
2496,Gamer,2009,Action,5.8,27,20.49,95
2497,An Education,2009,Drama,7.3,85,12.57,100
2498,The Men Who Stare at Goats,2009,Comedy,6.2,54,32.42,94
2499,A Serious Man,2009,Comedy,7.1,79,9.19,106
2500,Daybreakers,2009,Action,6.5,57,30.1,98
2501,Funny People,2009,Comedy,6.3,60,51.86,146
2502,The Princess and the Frog,2009,Animation,7.1,73,104.4,97
2503,The Invention of Lying,2009,Comedy,6.4,58,18.44,100
2504,Antichrist,2009,Drama,6.6,49,0.4,108
2505,Jennifer's Body,2009,Comedy,5.2,47,16.2,102
2506,Brothers,2009,Drama,7.1,58,28.5,105
2507,Pirate Radio,2009,Comedy,7.4,58,7.99,117
2508,Push,2009,Action,6.1,36,31.81,111
2509,Precious,2009,Drama,7.3,79,47.4,110
2510,A Single Man,2009,Drama,7.6,77,9.17,99
2511,Where the Wild Things Are,2009,Adventure,6.8,71,77.23,101
2512,Julie & Julia,2009,Biography,7.0,66,94.13,118
2513,Paul Blart: Mall Cop,2009,Action,5.2,39,20.82,91
2514,Couples Retreat,2009,Comedy,5.5,23,109.21,113
2515,Bride Wars,2009,Comedy,5.5,24,58.72,89
2516,Saw VI,2009,Horror,6.0,30,27.69,90
2517,A Christmas Carol,2009,Animation,6.8,55,137.86,96
2518,Friday the 13th,2009,Horror,5.6,34,65.0,97
2519,The Final Destination,2009,Horror,5.2,30,66.48,82
2520,A Prophet,2009,Crime,7.9,90,2.08,155
2521,Splice,2009,Drama,5.7,66,17.0,104
2522,I Love You Phillip Morris,2009,Biography,6.6,65,2.04,98
2523,The International,2009,Action,6.5,52,25.45,118
2524,Year One,2009,Adventure,4.9,34,43.34,97
2525,The Girl Who Played with Fire,2009,Crime,7.2,66,9.08,129
2526,My Sister's Keeper,2009,Drama,7.4,51,49.2,109
2527,The Box,2009,Drama,5.6,47,15.05,115
2528,Harry Brown,2009,Action,7.2,55,1.82,103
2529,It's Complicated,2009,Comedy,6.6,57,112.74,120
2530,Crazy Heart,2009,Drama,7.3,83,39.46,112
2531,The Last House on the Left,2009,Horror,6.6,42,32.72,110
2532,Ghosts of Girlfriends Past,2009,Comedy,5.8,34,55.25,100
2533,The Uninvited,2009,Drama,6.4,43,28.57,87
2534,Case 39,2009,Horror,6.2,25,13.25,109
2535,Bad Lieutenant: Port of Call New Orleans,2009,Crime,6.6,69,1.7,122
2536,Confessions of a Shopaholic,2009,Comedy,5.9,38,44.28,104
2537,Youth in Revolt,2009,Comedy,6.5,63,15.28,90
2538,The Fourth Kind,2009,Mystery,5.9,34,25.46,98
2539,Dogtooth,2009,Drama,7.3,73,0.11,97
2540,The Human Centipede (First Sequence),2009,Horror,4.4,33,0.18,92
2541,Whatever Works,2009,Comedy,7.2,45,5.31,93
2542,Dragonball: Evolution,2009,Action,2.6,45,9.35,85
2543,Chloe,2009,Drama,6.3,48,3.07,96
2544,Ninja Assassin,2009,Action,6.4,34,38.11,99
2545,A Perfect Getaway,2009,Adventure,6.5,63,15.48,98
2546,[Rec] 2,2009,Horror,6.5,52,0.03,85
2547,The Girl Who Kicked the Hornet's Nest,2009,Crime,7.3,60,5.19,147
2548,The White Ribbon,2009,Drama,7.8,82,2.22,144
2549,Agora,2009,Adventure,7.2,55,0.62,127
2550,Whip It,2009,Drama,6.9,68,13.04,111
2551,Dead Snow,2009,Comedy,6.3,61,0.04,91
2552,Enter the Void,2009,Drama,7.3,69,0.34,161
2553,Land of the Lost,2009,Action,5.4,32,49.44,102
2554,The Informant!,2009,Biography,6.5,66,33.31,108
2555,The Boondock Saints II: All Saints Day,2009,Action,6.3,24,10.27,118
2556,Brooklyn's Finest,2009,Crime,6.7,43,27.15,132
2557,Observe and Report,2009,Comedy,5.8,54,23.99,86
2558,The Haunting in Connecticut,2009,Drama,5.9,33,55.39,92
2559,Everybody's Fine,2009,Adventure,7.1,47,8.86,99
2560,Fish Tank,2009,Drama,7.3,81,0.37,123
2561,Fanboys,2009,Adventure,6.6,45,0.69,90
2562,The Young Victoria,2009,Biography,7.3,64,11.0,105
2563,The Collector,2009,Horror,6.4,29,7.71,90
2564,Valhalla Rising,2009,Adventure,6.1,61,0.02,93
2565,In the Loop,2009,Comedy,7.5,83,2.38,106
2566,My Bloody Valentine,2009,Horror,5.5,51,51.55,101
2567,Race to Witch Mountain,2009,Action,5.7,52,67.17,98
2568,Away We Go,2009,Comedy,7.1,58,9.45,98
2569,The Soloist,2009,Biography,6.7,61,31.67,117
2570,Planet 51,2009,Animation,6.1,39,42.09,91
2571,The Unborn,2009,Drama,4.8,30,42.67,88
2572,Duplicity,2009,Comedy,6.2,69,40.57,125
2573,The Cove,2009,Documentary,8.4,84,0.87,92
2574,Halloween II,2009,Horror,4.9,35,33.39,105
2575,Black Dynamite,2009,Action,7.4,65,0.23,84
2576,Extract,2009,Comedy,6.2,61,10.81,92
2577,District 13: Ultimatum,2009,Action,6.5,64,0.04,101
2578,Nine,2009,Drama,5.8,49,19.66,118
2579,Fired Up!,2009,Comedy,6.2,31,17.23,90
2580,Cirque du Freak: The Vampire's Assistant,2009,Action,5.9,43,14.05,109
2581,Capitalism: A Love Story,2009,Documentary,7.4,61,14.36,127
2582,The Pink Panther 2,2009,Action,5.6,36,35.92,92
2583,G-Force,2009,Animation,5.1,41,119.44,88
2584,Alvin and the Chipmunks: The Squeakquel,2009,Animation,4.5,41,219.61,88
2585,Notorious,2009,Biography,6.7,60,36.84,122
2586,The Damned United,2009,Biography,7.6,81,0.45,98
2587,Darbareye Elly,2009,Drama,8.0,87,0.11,119
2588,Thirst,2009,Drama,7.2,73,0.3,135
2589,All About Steve,2009,Comedy,4.8,17,33.86,99
2590,The Joneses,2009,Drama,6.5,55,1.47,96
2591,This Is It,2009,Documentary,7.3,67,72.09,111
2592,Hannah Montana: The Movie,2009,Comedy,4.4,47,79.57,102
2593,Mother,2009,Crime,7.8,79,0.55,129
2594,The House of the Devil,2009,Horror,6.4,73,0.1,95
2595,Coco Before Chanel,2009,Biography,6.7,65,6.11,105
2596,Spread,2009,Comedy,5.9,43,0.25,97
2597,Broken Embraces,2009,Drama,7.2,76,5.01,127
2598,World's Greatest Dad,2009,Comedy,6.9,69,0.22,99
2599,Middle Men,2009,Comedy,6.6,60,0.72,105
2600,Did You Hear About the Morgans?,2009,Comedy,4.8,27,29.58,103
2601,After.Life,2009,Drama,5.9,36,0.11,104
2602,Old Dogs,2009,Comedy,5.4,19,49.49,88
2603,Defendor,2009,Comedy,6.8,57,0.04,101
2604,Soul Kitchen,2009,Comedy,7.3,76,0.27,99
2605,Nowhere Boy,2009,Biography,7.1,67,1.45,98
2606,Adam,2009,Comedy,7.2,56,2.28,99
2607,The Messenger,2009,Drama,7.1,77,0.07,113
2608,"I Love You, Beth Cooper",2009,Comedy,5.3,32,14.79,102
2609,Fighting,2009,Action,5.6,61,23.04,105
2610,Astro Boy,2009,Animation,6.3,53,19.55,94
2611,Sin Nombre,2009,Adventure,7.6,77,2.53,96
2612,City Island,2009,Comedy,7.4,66,6.67,104
2613,Love Happens,2009,Drama,5.7,33,22.93,109
2614,Armored,2009,Action,5.7,50,15.99,88
2615,The Secret of Kells,2009,Animation,7.7,81,0.69,75
2616,The Stepfather,2009,Crime,5.6,33,29.06,101
2617,Mic Macs à Tire-Larigot,2009,Action,7.2,62,1.26,105
2618,Taking Woodstock,2009,Biography,6.7,55,7.44,120
2619,Sorority Row,2009,Horror,5.2,24,11.96,101
2620,Obsessed,2009,Drama,4.9,25,68.26,108
2621,12 Rounds,2009,Action,5.6,38,12.23,108
2622,Leaves of Grass,2009,Comedy,6.5,58,0.07,105
2623,Bright Star,2009,Biography,7.0,81,4.44,119
2624,The Disappearance of Alice Creed,2009,Crime,6.7,65,0.17,100
2625,Summer Wars,2009,Animation,7.5,63,0.08,114
2626,Crossing Over,2009,Crime,6.7,38,0.45,113
2627,Street Fighter: The Legend of Chun-Li,2009,Action,3.7,17,8.74,96
2628,Get Low,2009,Drama,7.1,77,9.18,103
2629,New in Town,2009,Comedy,5.6,29,16.73,97
2630,Miss March,2009,Comedy,5.0,7,4.54,90
2631,Hotel for Dogs,2009,Comedy,5.4,51,73.03,100
2632,"The Goods: Live Hard, Sell Hard",2009,Comedy,5.8,39,15.1,89
2633,Aliens in the Attic,2009,Animation,5.4,42,25.2,86
2634,Survival of the Dead,2009,Comedy,4.9,43,0.1,90
2635,Ondine,2009,Drama,6.8,65,0.55,111
2636,Io sono l'amore,2009,Drama,7.1,79,5.01,120
2637,Echelon Conspiracy,2009,Action,5.8,26,0.5,105
2638,The Limits of Control,2009,Crime,6.3,41,0.43,116
2639,Cracks,2009,Drama,6.7,54,0.02,104
2640,The Other Woman,2009,Drama,6.4,37,0.02,102
2641,Shrink,2009,Comedy,6.7,40,0.19,104
2642,Paper Man,2009,Comedy,6.6,37,0.02,110
2643,My Life in Ruins,2009,Comedy,5.9,34,8.66,95
2644,Jonas Brothers: The 3D Concert Experience,2009,Documentary,2.1,45,19.16,76
2645,The Last Station,2009,Biography,7.0,76,6.62,112
2646,Le concert,2009,Comedy,7.6,60,0.66,119
2647,Fame,2009,Comedy,5.1,39,22.46,107
2648,The Girlfriend Experience,2009,Drama,5.5,66,0.7,77
2649,Solitary Man,2009,Comedy,6.3,69,4.36,90
2650,Looking for Eric,2009,Comedy,7.2,66,0.06,116
2651,Blood: The Last Vampire,2009,Action,5.3,28,0.26,91
2652,Bandslam,2009,Comedy,6.3,66,5.21,111
2653,Post Grad,2009,Comedy,5.3,35,6.37,88
2654,Bitch Slap,2009,Action,4.5,19,0.02,109
2655,Creation,2009,Biography,6.7,51,0.34,108
2656,Imagine That,2009,Comedy,5.6,54,16.09,107
2657,The Slammin' Salmon,2009,Comedy,6.5,40,0.04,90
2658,Tetro,2009,Drama,6.9,65,0.52,127
2659,Beyond a Reasonable Doubt,2009,Crime,5.9,35,0.03,106
2660,Five Minutes of Heaven,2009,Drama,6.7,62,0.01,89
2661,OSS 117: Lost in Rio,2009,Action,6.9,58,0.09,101
2662,Amelia,2009,Adventure,5.8,37,14.24,111
2663,Desert Flower,2009,Biography,7.4,54,0.04,120
2664,Dance Flick,2009,Action,3.5,40,25.62,83
2665,Mother and Child,2009,Drama,7.2,64,1.11,125
2666,Madea Goes to Jail,2009,Comedy,4.4,50,90.49,103
2667,Paa,2009,Comedy,7.2,30,0.2,133
2668,Lebanon,2009,Drama,6.9,85,0.37,93
2669,Gentlemen Broncos,2009,Adventure,6.2,28,0.11,90
2670,Chéri,2009,Comedy,6.2,63,2.71,86
2671,Next Day Air,2009,Action,5.8,46,10.02,84
2672,Nanjing! Nanjing!,2009,Drama,7.7,85,0.12,133
2673,The Boys Are Back,2009,Drama,6.8,57,0.81,104
2674,Heartless,2009,Drama,6.0,58,0.0,114
2675,New York,2009,Crime,6.8,35,0.98,153
2676,Cold Souls,2009,Comedy,6.5,69,0.9,101
2677,Mammoth,2009,Drama,6.9,51,0.01,125
2678,I Can Do Bad All by Myself,2009,Comedy,4.4,55,51.73,113
2679,Luck by Chance,2009,Drama,7.1,58,0.36,156
2680,The Good Guy,2009,Comedy,5.8,47,0.1,90
2681,Big Fan,2009,Comedy,6.7,70,0.23,88
2682,Océans,2009,Documentary,7.8,75,19.42,84
2683,The Doors: When You're Strange,2009,Documentary,7.7,55,0.24,86
2684,Mystery Team,2009,Comedy,6.8,42,0.08,97
2685,The Greatest,2009,Drama,6.6,45,0.12,99
2686,My One and Only,2009,Adventure,6.6,62,2.48,108
2687,I Hope They Serve Beer in Hell,2009,Comedy,5.3,26,1.43,105
2688,I Hate Valentine's Day,2009,Comedy,4.7,17,0.01,98
2689,Paper Heart,2009,Comedy,6.0,54,1.27,88
2690,Serious Moonlight,2009,Comedy,5.4,36,0.03,81
2691,Grace,2009,Drama,5.2,52,0.01,84
2692,Best Worst Movie,2009,Documentary,7.3,61,0.1,93
2693,Cropsey,2009,Documentary,6.3,73,0.05,84
2694,Chandni Chowk to China,2009,Action,4.0,44,0.92,154
2695,The September Issue,2009,Documentary,7.0,69,3.82,90
2696,Mao's Last Dancer,2009,Biography,7.3,55,4.81,117
2697,Panique au village,2009,Animation,7.5,70,0.17,75
2698,Welcome,2009,Drama,7.6,61,0.01,110
2699,Collapse,2009,Documentary,7.8,71,0.05,82
2700,Kasi az gorbehaye irani khabar nadareh,2009,Drama,7.2,71,0.08,106
2701,Life During Wartime,2009,Comedy,6.4,69,0.28,98
2702,Delhi-6,2009,Comedy,6.0,45,0.88,141
2703,La teta asustada,2009,Drama,6.7,68,0.01,94
2704,Shorts,2009,Comedy,4.8,53,20.92,89
2705,The Answer Man,2009,Comedy,6.4,44,0.03,95
2706,Today's Special,2009,Comedy,6.6,57,0.4,99
2707,Perrier's Bounty,2009,Action,6.4,47,0.0,88
2708,Inception,2010,Action,8.8,74,292.58,148
2709,Shutter Island,2010,Mystery,8.1,63,128.01,138
2710,Toy Story 3,2010,Animation,8.3,92,415.0,103
2711,Black Swan,2010,Drama,8.0,79,106.95,108
2712,Iron Man 2,2010,Action,7.0,57,312.43,124
2713,How to Train Your Dragon,2010,Animation,8.1,74,217.58,98
2714,The King's Speech,2010,Biography,8.0,88,138.8,118
2715,The Social Network,2010,Biography,7.7,95,96.96,120
2716,Kick-Ass,2010,Action,7.6,66,48.07,117
2717,Despicable Me,2010,Animation,7.7,72,251.51,95
2718,Harry Potter and the Deathly Hallows: Part 1,2010,Adventure,7.7,65,295.98,146
2719,Tangled,2010,Animation,7.8,71,200.82,100
2720,Alice in Wonderland,2010,Adventure,6.5,53,334.19,108
2721,Scott Pilgrim vs. the World,2010,Action,7.5,69,31.49,112
2722,Easy A,2010,Comedy,7.1,72,58.4,92
2723,127 Hours,2010,Adventure,7.6,82,18.34,94
2724,The Town,2010,Crime,7.6,74,92.19,125
2725,The Fighter,2010,Biography,7.8,79,93.62,116
2726,The Expendables,2010,Action,6.5,45,103.07,103
2727,Due Date,2010,Adventure,6.5,51,100.54,95
2728,Tron,2010,Action,6.8,49,172.06,125
2729,True Grit,2010,Adventure,7.6,80,171.24,110
2730,Salt,2010,Action,6.4,65,118.31,100
2731,RED,2010,Action,7.1,60,90.38,111
2732,The Book of Eli,2010,Action,6.9,53,94.84,118
2733,Clash of the Titans,2010,Action,5.8,39,163.21,106
2734,Prince of Persia: The Sands of Time,2010,Action,6.6,50,90.76,116
2735,Insidious,2010,Horror,6.9,52,54.01,103
2736,Robin Hood,2010,Action,6.7,53,105.27,140
2737,The A-Team,2010,Action,6.8,47,77.22,117
2738,The Other Guys,2010,Action,6.7,64,119.22,107
2739,The Twilight Saga: Eclipse,2010,Adventure,5.0,58,300.53,124
2740,Grown Ups,2010,Comedy,6.0,30,162.0,102
2741,Megamind,2010,Animation,7.3,63,148.42,95
2742,The Tourist,2010,Action,6.0,37,67.63,103
2743,Predators,2010,Action,6.4,51,52.0,107
2744,Machete,2010,Action,6.6,60,26.59,105
2745,Unstoppable,2010,Action,6.8,69,81.56,98
2746,Knight and Day,2010,Action,6.3,46,76.42,109
2747,Blue Valentine,2010,Drama,7.4,81,9.74,112
2748,The Next Three Days,2010,Action,7.4,52,21.15,133
2749,Love & Other Drugs,2010,Comedy,6.7,55,32.37,112
2750,Shrek Forever After,2010,Animation,6.3,58,238.37,93
2751,Percy Jackson & the Olympians: The Lightning Thief,2010,Adventure,5.9,47,88.76,118
2752,Get Him to the Greek,2010,Adventure,6.4,65,60.97,109
2753,Hot Tub Time Machine,2010,Comedy,6.4,63,50.29,101
2754,Tucker and Dale vs Evil,2010,Comedy,7.5,65,0.22,89
2755,Resident Evil: Afterlife,2010,Action,5.9,37,60.13,96
2756,The Ghost Writer,2010,Drama,7.2,77,15.54,128
2757,The Karate Kid,2010,Action,6.2,61,176.59,140
2758,Date Night,2010,Comedy,6.3,56,98.71,88
2759,The Sorcerer's Apprentice,2010,Action,6.1,46,63.15,109
2760,Buried,2010,Drama,7.0,65,1.03,95
2761,The Last Airbender,2010,Action,4.1,20,131.56,103
2762,Never Let Me Go,2010,Drama,7.2,69,2.43,103
2763,Remember Me,2010,Drama,7.1,40,19.07,113
