,name,year,genre,imdb,meta,gross,runtime
2764,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Adventure,6.3,53,104.39,113
2765,Dear John,2010,Drama,6.3,43,80.01,108
2766,Winter's Bone,2010,Drama,7.2,90,6.53,100
2767,It's Kind of a Funny Story,2010,Comedy,7.1,63,6.35,101
2768,Incendies,2010,Drama,8.3,80,6.86,131
2769,Green Zone,2010,Action,6.8,63,35.05,115
2770,Devil,2010,Horror,6.2,44,33.58,80
2771,The Kids Are All Right,2010,Comedy,7.0,86,20.81,106
2772,She's Out of My League,2010,Comedy,6.4,46,31.58,104
2773,Life as We Know It,2010,Comedy,6.6,39,53.37,114
2774,The Bounty Hunter,2010,Action,5.6,22,67.06,110
2775,Valentine's Day,2010,Comedy,5.7,34,110.49,125
2776,From Paris with Love,2010,Action,6.5,42,23.98,92
2777,Let Me In,2010,Drama,7.1,79,12.13,116
2778,The Crazies,2010,Horror,6.5,55,39.12,101
2779,The Way Back,2010,Adventure,7.3,66,2.7,133
2780,Little Fockers,2010,Comedy,5.5,27,148.38,98
2781,The Wolfman,2010,Drama,5.8,43,61.98,103
2782,Repo Men,2010,Action,6.3,32,13.79,111
2783,Faster,2010,Action,6.5,44,23.24,98
2784,Wall Street: Money Never Sleeps,2010,Drama,6.2,59,52.47,133
2785,I Saw the Devil,2010,Action,7.8,67,0.13,142
2786,Paranormal Activity 2,2010,Horror,5.7,53,84.75,91
2787,Legion,2010,Action,5.2,32,40.17,100
2788,Dinner for Schmucks,2010,Comedy,5.9,56,73.03,114
2789,My Name Is Khan,2010,Drama,8.0,50,4.02,165
2790,The Switch,2010,Comedy,6.1,52,27.76,101
2791,Hereafter,2010,Drama,6.5,56,32.75,129
2792,The American,2010,Crime,6.3,61,35.61,105
2793,Ip Man 2,2010,Action,7.6,67,0.21,108
2794,Letters to Juliet,2010,Adventure,6.6,50,53.03,105
2795,Leap Year,2010,Comedy,6.5,33,25.92,100
2796,A Nightmare on Elm Street,2010,Crime,5.2,35,63.08,95
2797,Edge of Darkness,2010,Crime,6.6,55,43.31,117
2798,Monsters,2010,Drama,6.4,63,0.24,94
2799,Beginners,2010,Comedy,7.2,81,5.79,105
2800,Skyline,2010,Action,4.4,26,21.37,92
2801,The Losers,2010,Action,6.4,44,23.58,97
2802,Saw 3D: The Final Chapter,2010,Crime,5.6,24,45.71,90
2803,Killers,2010,Action,5.4,21,47.06,100
2804,Cop Out,2010,Action,5.6,31,44.88,107
2805,Piranha 3D,2010,Comedy,5.4,53,25.0,88
2806,Biutiful,2010,Drama,7.5,58,5.1,148
2807,Submarine,2010,Comedy,7.3,76,0.47,97
2808,Eat Pray Love,2010,Drama,5.8,50,80.57,133
2809,Elite Squad: The Enemy Within,2010,Action,8.1,71,0.1,115
2810,Flipped,2010,Comedy,7.7,45,1.75,90
2811,The Last Song,2010,Drama,5.9,33,62.95,107
2812,Centurion,2010,Action,6.4,62,0.12,97
2813,Legend of the Guardians: The Owls of Ga'Hoole,2010,Animation,7.0,53,55.68,97
2814,Burlesque,2010,Drama,6.4,47,39.44,119
2815,Super,2010,Action,6.8,50,0.32,96
2816,Sex and the City 2,2010,Comedy,4.4,27,95.35,146
2817,I Spit on Your Grave,2010,Horror,6.3,27,0.09,108
2818,Arrietty,2010,Animation,7.6,80,19.2,94
2819,Morning Glory,2010,Comedy,6.5,57,31.01,107
2820,Four Lions,2010,Comedy,7.3,68,0.3,97
2821,Inside Job,2010,Documentary,8.3,88,4.31,109
2822,Trollhunter,2010,Drama,7.0,61,0.25,103
2823,Frozen,2010,Adventure,6.2,43,0.24,93
2824,The Debt,2010,Drama,6.9,65,31.18,113
2825,Gulliver's Travels,2010,Adventure,4.9,33,42.78,85
2826,Exit Through the Gift Shop,2010,Documentary,8.0,85,3.29,87
2827,Jûsan-nin no shikaku,2010,Action,7.6,84,0.8,141
2828,When in Rome,2010,Comedy,5.6,25,32.67,91
2829,Charlie St. Cloud,2010,Drama,6.5,37,31.16,99
2830,Senna,2010,Documentary,8.6,79,1.61,106
2831,Going the Distance,2010,Comedy,6.3,51,17.8,102
2832,Takers,2010,Action,6.2,45,57.74,107
2833,Jackass 3D,2010,Documentary,7.0,56,117.22,94
2834,Step Up 3D,2010,Drama,6.2,45,42.4,107
2835,Jonah Hex,2010,Action,4.7,33,10.54,81
2836,Animal Kingdom,2010,Crime,7.3,83,1.04,113
2837,All Good Things,2010,Crime,6.3,57,0.58,101
2838,Hesher,2010,Comedy,7.0,45,0.38,106
2839,You Again,2010,Comedy,5.8,28,25.7,105
2840,The Back-up Plan,2010,Comedy,5.4,34,37.49,104
2841,The Last Exorcism,2010,Drama,5.6,63,41.03,87
2842,Everything Must Go,2010,Comedy,6.4,65,2.71,97
2843,Rabbit Hole,2010,Drama,7.0,76,2.23,91
2844,Last Night,2010,Drama,6.6,50,0.1,93
2845,London Boulevard,2010,Crime,6.2,52,0.01,103
2846,Don't Be Afraid of the Dark,2010,Fantasy,5.6,56,24.04,99
2847,Vampires Suck,2010,Comedy,3.4,18,36.66,82
2848,Fair Game,2010,Biography,6.8,69,9.53,108
2849,The Runaways,2010,Biography,6.6,65,3.57,106
2850,Death at a Funeral,2010,Comedy,5.7,51,42.74,92
2851,You Will Meet a Tall Dark Stranger,2010,Comedy,6.3,51,3.25,98
2852,The Company Men,2010,Drama,6.8,69,4.44,104
2853,Black Death,2010,Action,6.4,71,0.02,102
2854,How Do You Know,2010,Comedy,5.4,46,30.21,121
2855,Somewhere,2010,Comedy,6.3,67,1.77,97
2856,MacGruber,2010,Action,5.5,43,8.46,90
2857,Conviction,2010,Biography,7.2,61,6.78,107
2858,Trust,2010,Crime,6.9,60,0.12,106
2859,Stake Land,2010,Drama,6.5,66,0.02,98
2860,Stone,2010,Drama,5.4,58,1.8,105
2861,Catfish,2010,Documentary,7.1,65,3.23,87
2862,Diary of a Wimpy Kid,2010,Comedy,6.2,56,64.0,94
2863,Tooth Fairy,2010,Comedy,5.0,36,60.02,101
2864,The Spy Next Door,2010,Action,5.5,27,24.27,94
2865,In a Better World,2010,Drama,7.6,65,1.01,118
2866,Wild Target,2010,Action,6.8,41,0.12,98
2867,Greenberg,2010,Comedy,6.1,76,4.22,107
2868,Cyrus,2010,Comedy,6.3,74,7.46,91
2869,L'illusionniste,2010,Animation,7.5,82,2.23,80
2870,The Killer Inside Me,2010,Crime,6.1,53,0.21,109
2871,Rubber,2010,Comedy,5.8,59,0.1,82
2872,The Whistleblower,2010,Action,7.2,59,1.12,112
2873,Happythankyoumoreplease,2010,Comedy,6.8,45,0.22,100
2874,The Way,2010,Adventure,7.4,64,4.43,123
2875,The Conspirator,2010,Crime,6.9,55,11.54,122
2876,Another Year,2010,Comedy,7.3,80,3.21,129
2877,Nanny McPhee Returns,2010,Comedy,6.1,52,29.2,109
2878,Secretariat,2010,Biography,7.2,61,59.71,123
2879,Heartbeats,2010,Drama,7.2,70,0.06,101
2880,The Warrior's Way,2010,Action,6.3,45,5.66,100
2881,L'arnacoeur,2010,Comedy,6.8,59,0.5,105
2882,Rare Exports,2010,Adventure,6.7,71,0.26,84
2883,Vanishing on 7th Street,2010,Horror,4.9,50,0.02,92
2884,The Perfect Host,2010,Comedy,6.8,48,0.05,93
2885,Barney's Version,2010,Comedy,7.3,67,7.5,134
2886,Welcome to the Rileys,2010,Drama,7.0,50,0.15,110
2887,Les petits mouchoirs,2010,Comedy,7.1,50,0.21,154
2888,Restrepo,2010,Documentary,7.5,85,1.33,93
2889,Tamara Drewe,2010,Comedy,6.2,64,0.56,107
2890,Waiting for Forever,2010,Comedy,6.0,26,0.03,95
2891,Yogi Bear,2010,Animation,4.6,35,100.25,80
2892,I'm Still Here,2010,Comedy,6.2,48,0.41,108
2893,Burke and Hare,2010,Comedy,6.2,46,0.0,91
2894,My Soul to Take,2010,Horror,4.8,25,14.64,107
2895,Certified Copy,2010,Drama,7.3,82,1.34,106
2896,Henry's Crime,2010,Comedy,6.0,49,0.1,108
2897,Boy,2010,Comedy,7.5,70,0.26,87
2898,Country Strong,2010,Drama,6.3,45,20.22,117
2899,Casino Jack,2010,Biography,6.2,51,1.04,108
2900,Ramona and Beezus,2010,Adventure,6.6,56,26.16,103
2901,Extraordinary Measures,2010,Drama,6.5,45,11.85,106
2902,Snabba cash,2010,Action,6.7,75,0.19,124
2903,Elle s'appelait Sarah,2010,Drama,7.5,59,7.69,111
2904,Furry Vengeance,2010,Comedy,3.8,23,17.6,92
2905,Wrecked,2010,Adventure,5.3,61,0.0,91
2906,Dylan Dog: Dead of Night,2010,Action,5.1,31,1.18,107
2907,Des hommes et des dieux,2010,Drama,7.2,86,3.95,122
2908,Cave of Forgotten Dreams,2010,Documentary,7.4,86,5.23,90
2909,Tiny Furniture,2010,Comedy,6.2,72,0.39,98
2910,Marmaduke,2010,Comedy,4.2,30,33.64,87
2911,Made in Dagenham,2010,Biography,7.2,65,1.09,113
2912,Point Blank,2010,Action,6.8,75,0.71,81
2913,Cats & Dogs: The Revenge of Kitty Galore,2010,Action,4.3,30,43.59,82
2914,Alpha and Omega,2010,Animation,5.3,36,25.08,90
2915,Just Wright,2010,Comedy,5.9,51,21.52,100
2916,The Last Circus,2010,Comedy,6.6,70,0.04,107
2917,Ong-bak 3,2010,Action,5.0,38,0.01,99
2918,Howl,2010,Biography,6.8,63,0.62,84
2919,Carlos,2010,Biography,7.7,94,0.15,334
2920,Kaboom,2010,Comedy,5.7,64,0.12,86
2921,También la lluvia,2010,Drama,7.5,69,0.56,103
2922,Loong Boonmee raleuk chat,2010,Drama,6.7,87,0.18,114
2923,Dhobi Ghat,2010,Drama,7.1,55,0.58,100
2924,Twelve,2010,Action,5.7,22,0.18,93
2925,Kites,2010,Action,6.1,62,1.6,123
2926,Hatchet II,2010,Comedy,5.5,49,0.06,85
2927,The Romantics,2010,Comedy,5.1,43,0.1,95
2928,Peepli (Live),2010,Comedy,7.4,69,0.75,95
2929,Please Give,2010,Comedy,6.6,78,4.03,87
2930,Beyond the Black Rainbow,2010,Horror,6.0,49,0.06,110
2931,Meek's Cutoff,2010,Drama,6.6,85,0.98,104
2932,Waiting for 'Superman',2010,Documentary,7.5,81,6.41,111
2933,Noruwei no mori,2010,Drama,6.4,58,0.01,133
2934,Dirty Girl,2010,Comedy,6.5,37,0.05,90
2935,Lottery Ticket,2010,Comedy,5.0,50,24.71,99
2936,Une vie de chat,2010,Animation,6.9,63,0.31,70
2937,Di renjie: Tong tian di guo,2010,Action,6.6,75,0.46,119
2938,Potiche,2010,Comedy,6.4,68,1.62,103
2939,Klown,2010,Comedy,7.2,62,0.07,93
2940,Jing wu feng yun: Chen Zhen,2010,Action,6.3,49,0.05,106
2941,Les femmes du 6e étage,2010,Comedy,7.1,52,0.72,102
2942,Gainsbourg: A Heroic Life,2010,Biography,6.9,58,0.23,135
2943,Armadillo,2010,Documentary,7.5,72,0.01,105
2944,Why Did I Get Married Too?,2010,Comedy,4.6,43,60.1,121
2945,Shanghai,2010,Drama,6.4,36,0.04,105
2946,Shi,2010,Drama,7.8,87,0.36,139
2947,Sound of Noise,2010,Comedy,7.2,72,0.02,102
2948,Hanyo,2010,Drama,6.5,68,0.15,106
2949,Rang zi dan fei,2010,Action,7.4,66,0.06,132
2950,Su Qi-er,2010,Action,6.4,62,0.08,115
2951,Waste Land,2010,Documentary,7.9,78,0.19,99
2952,Chico & Rita,2010,Animation,7.2,76,0.35,94
2953,Red Hill,2010,Thriller,6.4,62,0.02,95
2954,Jack Goes Boating,2010,Drama,6.4,64,0.54,89
2955,Happy People: A Year in the Taiga,2010,Documentary,7.8,74,0.34,90
2956,The Names of Love,2010,Comedy,7.2,62,0.51,100
2957,Passion Play,2010,Drama,4.8,22,0.0,94
2958,Carancho,2010,Crime,6.9,66,0.09,107
2959,The Tempest,2010,Comedy,5.4,43,0.28,110
2960,High School,2010,Comedy,5.8,31,0.14,99
2961,For Colored Girls,2010,Drama,6.1,50,37.72,133
2962,Bébé(s),2010,Documentary,7.1,63,7.29,79
2963,Elektra Luxx,2010,Comedy,5.1,50,0.01,100
2964,Freakonomics,2010,Documentary,6.4,58,0.1,85
2965,Our Family Wedding,2010,Comedy,4.9,38,20.25,103
2966,En ganske snill mann,2010,Comedy,6.9,68,0.04,113
2967,Tabloid,2010,Documentary,7.1,74,0.68,87
2968,Kak ya provyol etim letom,2010,Drama,7.0,74,0.01,130
2969,Beautiful Boy,2010,Drama,6.6,62,0.08,100
2970,Inhale,2010,Drama,6.6,39,0.0,83
2971,Harry Potter and the Deathly Hallows: Part 2,2011,Adventure,8.1,87,381.01,130
2972,Thor,2011,Action,7.0,57,181.03,115
2973,The Intouchables,2011,Biography,8.5,57,13.18,112
2974,Captain America: The First Avenger,2011,Action,6.9,66,176.65,124
2975,X: First Class,2011,Action,7.7,65,146.41,131
2976,Drive,2011,Crime,7.8,78,35.06,100
2977,Limitless,2011,Mystery,7.4,59,79.25,105
2978,Rise of the Planet of the Apes,2011,Action,7.6,68,176.76,105
2979,Source Code,2011,Action,7.5,74,54.71,93
2980,Pirates of the Caribbean: On Stranger Tides,2011,Action,6.6,45,241.07,136
2981,"Crazy, Stupid, Love.",2011,Comedy,7.4,68,84.35,118
2982,The Hangover Part II,2011,Comedy,6.5,44,254.46,102
2983,Mission: Impossible - Ghost Protocol,2011,Action,7.4,73,209.4,132
2984,Warrior,2011,Drama,8.2,71,13.66,140
2985,Horrible Bosses,2011,Comedy,6.9,57,117.54,98
2986,Sherlock Holmes: A Game of Shadows,2011,Action,7.5,48,186.85,129
2987,The Help,2011,Drama,8.1,62,169.71,146
2988,The Girl with the Dragon Tattoo,2011,Crime,7.8,71,102.52,158
2989,Transformers: Dark of the Moon,2011,Action,6.3,42,352.39,154
2990,Midnight in Paris,2011,Comedy,7.7,81,56.82,94
2991,In Time,2011,Action,6.7,53,37.52,109
2992,The Cabin in the Woods,2011,Comedy,7.0,72,42.07,95
2993,Fast Five,2011,Action,7.3,66,209.84,130
2994,Moneyball,2011,Biography,7.6,87,75.61,133
2995,Super 8,2011,Mystery,7.0,72,127.0,112
2996,Friends with Benefits,2011,Comedy,6.6,63,55.8,109
2997,50/50,2011,Comedy,7.7,72,35.01,100
2998,Hugo,2011,Adventure,7.5,83,73.86,126
2999,Real Steel,2011,Action,7.1,56,85.47,127
3000,Green Lantern,2011,Action,5.5,39,116.6,114
3001,Bridesmaids,2011,Comedy,6.8,75,169.11,125
3002,Unknown,2011,Action,6.9,56,63.69,113
3003,The Grey,2011,Action,6.8,64,51.58,117
3004,The Adjustment Bureau,2011,Romance,7.1,60,62.5,106
3005,Kung Fu Panda 2,2011,Animation,7.2,67,165.25,90
3006,The Descendants,2011,Comedy,7.3,84,82.58,115
3007,Paul,2011,Animation,7.0,57,37.41,104
3008,Sucker Punch,2011,Action,6.1,33,36.39,110
3009,I Am Number Four,2011,Action,6.1,36,55.1,111
3010,The Artist,2011,Comedy,7.9,89,44.67,100
3011,Rango,2011,Animation,7.2,75,123.48,107
3012,The Twilight Saga: Breaking Dawn - Part 1,2011,Adventure,4.9,45,281.29,117
3013,The Ides of March,2011,Drama,7.1,67,40.96,101
3014,The Adventures of Tintin,2011,Animation,7.3,68,77.59,107
3015,Contagion,2011,Action,6.6,70,75.66,106
3016,Just Go with It,2011,Comedy,6.4,33,103.03,117
3017,No Strings Attached,2011,Comedy,6.2,50,70.66,108
3018,The Lincoln Lawyer,2011,Crime,7.3,63,58.01,118
3019,Cowboys & Aliens,2011,Action,6.0,50,100.24,119
3020,A Separation,2011,Drama,8.3,95,7.1,123
3021,Rio,2011,Animation,6.9,63,143.62,96
3022,Bad Teacher,2011,Comedy,5.7,47,100.29,92
3023,Hanna,2011,Action,6.8,65,40.26,111
3024,The Raid: Redemption,2011,Action,7.6,73,4.11,101
3025,Tinker Tailor Soldier Spy,2011,Drama,7.1,85,24.15,122
3026,Shame,2011,Drama,7.2,72,4.0,101
3027,Battle Los Angeles,2011,Action,5.8,37,83.55,116
3028,The Tree of Life,2011,Drama,6.8,85,13.3,139
3029,The Change-Up,2011,Comedy,6.3,39,37.08,112
3030,Immortals,2011,Action,6.0,46,83.5,110
3031,Melancholia,2011,Drama,7.2,80,3.03,135
3032,The Green Hornet,2011,Action,5.8,39,98.78,119
3033,The Mechanic,2011,Action,6.6,49,29.12,93
3034,Cars 2,2011,Animation,6.2,57,191.45,106
3035,War Horse,2011,Drama,7.2,72,79.88,146
3036,Puss in Boots,2011,Animation,6.6,65,149.26,90
3037,One Day,2011,Drama,7.0,48,13.84,107
3038,We Bought a Zoo,2011,Comedy,7.1,58,75.62,124
3039,Tower Heist,2011,Action,6.2,59,78.05,104
3040,La piel que habito,2011,Drama,7.6,70,3.19,120
3041,We Need to Talk About Kevin,2011,Drama,7.5,68,1.74,112
3042,Scream 4,2011,Horror,6.2,52,38.18,111
3043,Killer Elite,2011,Action,6.5,44,25.12,116
3044,J. Edgar,2011,Biography,6.6,59,37.31,137
3045,Hall Pass,2011,Comedy,5.9,45,45.06,105
3046,The Thing,2011,Horror,6.2,49,16.93,103
3047,Carnage,2011,Comedy,7.2,61,2.55,80
3048,Johnny English Reborn,2011,Action,6.3,46,8.31,101
3049,Priest,2011,Action,5.7,41,29.14,87
3050,Margin Call,2011,Drama,7.1,76,5.35,107
3051,Water for Elephants,2011,Drama,6.9,52,58.71,120
3052,Ghost Rider: Spirit of Vengeance,2011,Action,4.3,34,51.77,96
3053,Red Riding Hood,2011,Fantasy,5.5,29,37.66,100
3054,The Three Musketeers,2011,Action,5.8,35,20.38,110
3055,Final Destination 5,2011,Horror,5.9,50,42.59,92
3056,The Iron Lady,2011,Biography,6.4,54,30.02,105
3057,The Rum Diary,2011,Comedy,6.2,56,13.1,119
3058,Fright Night,2011,Comedy,6.4,64,18.3,106
3059,Attack the Block,2011,Action,6.6,75,1.02,88
3060,Extremely Loud & Incredibly Close,2011,Adventure,6.9,46,31.85,129
3061,A Dangerous Method,2011,Biography,6.4,76,5.7,99
3062,Your Highness,2011,Adventure,5.5,31,21.6,102
3063,Hodejegerne,2011,Crime,7.6,72,1.2,96
3064,Conan the Barbarian,2011,Action,5.2,36,21.3,113
3065,Drive Angry,2011,Action,5.4,44,10.71,104
3066,Colombiana,2011,Action,6.4,45,36.67,108
3067,30 Minutes or Less,2011,Action,6.1,49,37.05,83
3068,The Best Exotic Marigold Hotel,2011,Comedy,7.3,62,46.41,124
3069,Another Earth,2011,Drama,7.0,66,1.32,92
3070,Paranormal Activity 3,2011,Horror,5.8,59,104.01,83
3071,Season of the Witch,2011,Action,5.4,28,24.83,95
3072,The Rite,2011,Drama,6.0,38,33.05,114
3073,Take Shelter,2011,Drama,7.4,85,1.73,120
3074,The Muppets,2011,Adventure,7.1,75,88.63,103
3075,Our Idiot Brother,2011,Comedy,6.4,60,24.81,90
3076,Mr. Popper's Penguins,2011,Comedy,6.0,53,68.22,94
3077,Goon,2011,Comedy,6.8,64,4.17,92
3078,My Week with Marilyn,2011,Biography,7.0,65,14.6,99
3079,You're Next,2011,Action,6.6,66,18.47,95
3080,Haywire,2011,Action,5.8,67,18.94,93
3081,The Smurfs,2011,Animation,5.5,30,142.61,103
3082,New Year's Eve,2011,Comedy,5.7,22,54.54,113
3083,Justin Bieber: Never Say Never,2011,Documentary,1.6,52,73.01,105
3084,The Guard,2011,Comedy,7.3,78,5.36,96
3085,Jane Eyre,2011,Drama,7.4,76,11.24,120
3086,Young Adult,2011,Comedy,6.3,71,16.31,94
3087,The Inbetweeners Movie,2011,Comedy,6.8,44,0.04,97
3088,Beastly,2011,Drama,5.6,40,27.87,86
3089,Abduction,2011,Action,5.1,25,28.09,106
3090,Jack and Jill,2011,Comedy,3.3,23,74.16,91
3091,Detachment,2011,Drama,7.7,52,0.07,98
3092,Killer Joe,2011,Crime,6.7,62,1.99,102
3093,What's Your Number?,2011,Comedy,6.1,35,14.01,106
3094,God Bless America,2011,Adventure,7.2,56,0.12,105
3095,The Sitter,2011,Comedy,5.7,39,30.54,81
3096,A Very Harold & Kumar 3D Christmas,2011,Adventure,6.3,61,35.03,90
3097,The Eagle,2011,Action,6.2,55,19.49,114
3098,"Jeff, Who Lives at Home",2011,Comedy,6.5,60,4.24,83
3099,Machine Gun Preacher,2011,Action,6.8,43,0.54,129
3100,Dream House,2011,Drama,6.0,35,21.28,84
3101,Red State,2011,Action,6.2,50,1.1,88
3102,Salmon Fishing in the Yemen,2011,Comedy,6.8,58,9.03,107
3103,Larry Crowne,2011,Comedy,6.1,41,35.61,98
3104,The Devil's Double,2011,Biography,7.1,52,1.36,109
3105,Like Crazy,2011,Drama,6.7,68,3.41,86
3106,The Darkest Hour,2011,Action,4.9,18,21.43,89
3107,Something Borrowed,2011,Comedy,5.9,36,39.05,112
3108,Bernie,2011,Biography,6.8,75,9.2,104
3109,The Art of Getting By,2011,Drama,6.6,36,1.43,83
3110,Zookeeper,2011,Comedy,5.2,30,80.36,102
3111,Win Win,2011,Comedy,7.2,75,10.18,106
3112,Apollo 18,2011,Horror,5.2,24,17.69,86
3113,Sanctum,2011,Adventure,5.9,42,23.07,108
3114,Perfect Sense,2011,Drama,7.1,55,0.0,92
3115,Gnomeo & Juliet,2011,Animation,6.0,53,99.97,84
3116,Arthur,2011,Comedy,5.7,36,33.04,110
3117,The Dilemma,2011,Comedy,5.3,46,48.48,111
3118,Take Me Home Tonight,2011,Comedy,6.3,42,6.92,97
3119,Don 2,2011,Action,7.1,49,3.68,148
3120,Martha Marcy May Marlene,2011,Drama,6.9,75,2.98,102
3121,Jin ling shi san chai,2011,Drama,7.6,46,0.01,146
3122,Arthur Christmas,2011,Animation,7.1,69,46.46,97
3123,The Beaver,2011,Drama,6.7,60,0.97,91
3124,Footloose,2011,Comedy,5.9,58,51.8,113
3125,Seeking Justice,2011,Action,6.2,38,0.04,105
3126,Hobo with a Shotgun,2011,Action,6.1,55,0.7,86
3127,Soul Surfer,2011,Biography,7.1,53,43.85,112
3128,Kill the Irishman,2011,Biography,7.1,50,1.19,106
3129,The Big Year,2011,Comedy,6.2,53,7.2,100
3130,Friends with Kids,2011,Comedy,6.1,55,7.25,107
3131,Trespass,2011,Crime,5.3,37,0.02,91
3132,Monte Carlo,2011,Adventure,5.8,43,23.19,109
3133,Happy Feet Two,2011,Animation,5.9,50,64.01,100
3134,Anonymous,2011,Drama,6.9,50,4.46,130
3135,Ra.One,2011,Action,4.8,60,2.51,156
3136,Cedar Rapids,2011,Comedy,6.3,70,6.86,87
3137,The Hunter,2011,Adventure,6.8,63,0.18,100
3138,Bir Zamanlar Anadolu'da,2011,Crime,7.9,82,0.14,157
3139,The Divide,2011,Drama,5.8,28,0.02,112
3140,The Roommate,2011,Drama,4.9,23,37.3,91
3141,In the Land of Blood and Honey,2011,Drama,4.4,56,0.3,127
3142,Kill List,2011,Crime,6.4,67,0.03,95
3143,The Human Centipede II (Full Sequence),2011,Drama,3.8,17,0.12,91
3144,The Innkeepers,2011,Drama,5.5,64,0.08,101
3145,Straw Dogs,2011,Action,5.8,45,10.32,110
3146,Jiro Dreams of Sushi,2011,Documentary,7.9,77,2.55,81
3147,This Must Be the Place,2011,Comedy,6.7,61,0.14,118
3148,Flypaper,2011,Comedy,6.4,37,0.0,87
3149,Coriolanus,2011,Drama,6.1,79,0.76,123
3150,Samsara,2011,Documentary,8.5,65,2.6,102
3151,Sleeping Beauty,2011,Drama,5.3,57,0.04,101
3152,Hysteria,2011,Comedy,6.7,53,1.8,100
3153,Hop,2011,Animation,5.4,41,108.09,95
3154,Tyrannosaur,2011,Drama,7.6,65,0.02,92
3155,Alvin and the Chipmunks: Chipwrecked,2011,Animation,4.4,24,133.11,87
3156,A Little Bit of Heaven,2011,Comedy,6.3,14,0.01,106
3157,From Up on Poppy Hill,2011,Animation,7.5,71,1.0,91
3158,Take This Waltz,2011,Comedy,6.6,68,1.24,116
3159,Weekend,2011,Drama,7.6,81,0.46,97
3160,Your Sister's Sister,2011,Comedy,6.7,72,1.57,90
3161,The Kid with a Bike,2011,Drama,7.4,87,1.38,87
3162,Delhi Belly,2011,Action,7.6,66,1.53,103
3163,"Big Mommas: Like Father, Like Son",2011,Action,4.4,22,37.92,107
3164,Shark Night 3D,2011,Action,4.0,22,18.87,90
3165,Diary of a Wimpy Kid: Rodrick Rules,2011,Comedy,6.6,51,52.7,99
3166,10 Years,2011,Comedy,6.1,61,0.2,100
3167,Chalet Girl,2011,Comedy,6.3,42,0.0,97
3168,Albert Nobbs,2011,Drama,6.7,57,3.01,113
3169,Rampart,2011,Crime,5.8,70,0.97,108
3170,Puncture,2011,Biography,6.9,54,0.07,100
3171,Silent House,2011,Drama,5.3,49,12.56,86
3172,Dolphin Tale,2011,Drama,6.9,64,72.29,113
3173,Rundskop,2011,Crime,7.4,68,0.15,129
3174,A Good Old Fashioned Orgy,2011,Comedy,6.2,44,0.15,95
3175,Spy Kids 4: All the Time in the World,2011,Action,3.5,37,38.54,89
3176,Mars Needs Moms,2011,Animation,5.4,49,21.38,88
3177,Winnie the Pooh,2011,Animation,7.2,74,26.69,63
3178,Butter,2011,Comedy,6.2,40,0.07,90
3179,Intruders,2011,Fantasy,5.4,45,0.07,100
3180,Sound of My Voice,2011,Drama,6.6,67,0.41,85
3181,I Don't Know How She Does It,2011,Comedy,4.9,38,9.66,89
3182,Le Havre,2011,Comedy,7.2,82,0.61,93
3183,Monsieur Lazhar,2011,Comedy,7.5,82,2.01,94
3184,Xin Shao Lin si,2011,Action,6.9,53,0.06,131
3185,The Ledge,2011,Drama,6.5,34,0.01,101
3186,Courageous,2011,Drama,7.1,42,34.52,129
3187,Texas Killing Fields,2011,Crime,5.7,49,0.05,105
3188,"Oslo, 31. august",2011,Drama,7.7,84,0.1,95
3189,Forces spéciales,2011,Action,6.4,37,0.01,109
3190,Restless,2011,Drama,6.8,47,0.16,91
3191,The Son of No One,2011,Action,5.1,36,0.03,90
3192,The Snowtown Murders,2011,Biography,6.6,66,0.01,119
3193,Tomboy,2011,Drama,7.4,74,0.13,82
3194,Starbuck,2011,Comedy,7.3,49,0.34,109
3195,360,2011,Drama,6.2,43,0.1,110
3196,Into the Abyss,2011,Documentary,7.3,74,0.22,107
3197,Margaret,2011,Drama,6.5,61,0.05,150
3198,A Better Life,2011,Drama,7.2,64,1.76,98
3199,Life in a Day,2011,Documentary,7.7,58,0.25,95
3200,Prom,2011,Comedy,5.4,50,10.13,104
3201,The Greatest Movie Ever Sold,2011,Documentary,6.6,66,0.64,90
3202,The Deep Blue Sea,2011,Drama,6.3,82,1.12,98
3203,From Prada to Nada,2011,Comedy,5.6,39,3.02,107
3204,Pina,2011,Documentary,7.7,83,3.52,103
3205,A torinói ló,2011,Drama,7.8,80,0.05,155
3206,5 Days of War,2011,Action,5.6,31,0.02,113
3207,Dragon,2011,Action,7.1,62,0.01,98
3208,Medianeras,2011,Comedy,7.5,60,0.0,95
3209,Atlas Shrugged: Part I,2011,Drama,5.7,28,4.75,97
3210,Polisse,2011,Crime,7.3,74,0.17,127
3211,We Have a Pope,2011,Comedy,6.7,64,0.48,102
3212,The Oranges,2011,Comedy,5.9,46,0.36,90
3213,The Day,2011,Action,5.2,41,0.02,87
3214,W.E.,2011,Drama,6.3,37,0.58,119
3215,Hoodwinked Too! Hood vs. Evil,2011,Animation,4.8,20,10.14,86
3216,Elena,2011,Crime,7.3,87,0.02,109
3217,Violet & Daisy,2011,Action,6.1,43,0.02,88
3218,Bucky Larson: Born to Be a Star,2011,Comedy,3.3,9,2.33,97
3219,Et maintenant on va où?,2011,Comedy,7.5,60,0.53,110
3220,The Decoy Bride,2011,Comedy,6.2,42,0.0,89
